(0.44444, 0.64499, 0.22222),
(0.55556, 0.35501, 0.22222),
(0.44444, 0.35501, 0.33333),
(0.55556, 0.64499, 0.33333),
(0.55556, 0.35501, 0.66667),
(0.44444, 0.64499, 0.66667),
(0.55556, 0.64499, 0.66667),
(0.44444, 0.35501, 0.66667),
(0.44444, 0.64499, 0.33333),
(0.55556, 0.35501, 0.33333),
(0.44444, 0.35501, 0.44444),
(0.55556, 0.64499, 0.44444),
(0.55556, 0.35501, 0.55556),
(0.44444, 0.64499, 0.55556),
(0.55556, 0.64499, 0.55556),
(0.44444, 0.35501, 0.55556),
(0.44444, 0.64499, 0.44444),
(0.55556, 0.35501, 0.44444),
(0.0, 0.0, 0.05556),
(0.0, 0.0, 0.94444),
(0.0, 0.0, 0.16667),
(0.0, 0.0, 0.83333),
(0.0, 0.0, 0.27778),
(0.0, 0.0, 0.72222),
(0.0, 0.0, 0.38889),
(0.0, 0.0, 0.61111),
(0.0, 0.0, 0.5),
(0.11111, 0.0, 0.05556),
(0.88889, 0.0, 0.05556),
(0.88889, 0.0, 0.94444),
(0.11111, 0.0, 0.94444),
(0.11111, 0.0, 0.16667),
(0.88889, 0.0, 0.16667),
(0.88889, 0.0, 0.83333),
(0.11111, 0.0, 0.83333),
(0.11111, 0.0, 0.27778),
(0.88889, 0.0, 0.27778),
(0.88889, 0.0, 0.72222),
(0.11111, 0.0, 0.72222),
(0.11111, 0.0, 0.38889),
(0.88889, 0.0, 0.38889),
(0.88889, 0.0, 0.61111),
(0.11111, 0.0, 0.61111),
(0.11111, 0.0, 0.5),
(0.88889, 0.0, 0.5),
(0.22222, 0.0, 0.05556),
(0.77778, 0.0, 0.05556),
(0.77778, 0.0, 0.94444),
(0.22222, 0.0, 0.94444),
(0.22222, 0.0, 0.16667),
(0.77778, 0.0, 0.16667),
(0.77778, 0.0, 0.83333),
(0.22222, 0.0, 0.83333),
(0.22222, 0.0, 0.27778),
(0.77778, 0.0, 0.27778),
(0.77778, 0.0, 0.72222),
(0.22222, 0.0, 0.72222),
(0.22222, 0.0, 0.38889),
(0.77778, 0.0, 0.38889),
(0.77778, 0.0, 0.61111),
(0.22222, 0.0, 0.61111),
(0.22222, 0.0, 0.5),
(0.77778, 0.0, 0.5),
(0.33333, 0.0, 0.05556),
(0.66667, 0.0, 0.05556),
(0.66667, 0.0, 0.94444),
(0.33333, 0.0, 0.94444),
(0.33333, 0.0, 0.16667),
(0.66667, 0.0, 0.16667),
(0.66667, 0.0, 0.83333),
(0.33333, 0.0, 0.83333),
(0.33333, 0.0, 0.27778),
(0.66667, 0.0, 0.27778),
(0.66667, 0.0, 0.72222),
(0.33333, 0.0, 0.72222),
(0.33333, 0.0, 0.38889),
(0.66667, 0.0, 0.38889),
(0.66667, 0.0, 0.61111),
(0.33333, 0.0, 0.61111),
(0.33333, 0.0, 0.5),
(0.66667, 0.0, 0.5),
(0.44444, 0.0, 0.05556),
(0.55556, 0.0, 0.05556),
(0.55556, 0.0, 0.94444),
(0.44444, 0.0, 0.94444),
(0.44444, 0.0, 0.16667),
(0.55556, 0.0, 0.16667),
(0.55556, 0.0, 0.83333),
