h,k,l,intensity_exp,intensity_exp_err,intensity_sim,normalised_intensity_exp
0.0,-4.33333333333333,0.0,8.26027457878463,0.0,0.11831041,0.20031085849317207
0.0,-4.44444444444444,0.0,0.0,0.0,0.07214526,0.0
0.0,-4.55555555555556,0.0,0.0,0.0,0.0023065957,0.0
0.0,-4.66666666666667,0.0,0.0,0.0,0.17801788,0.0
0.0,-4.77777777777778,0.0,0.0,0.0,0.02988788,0.0
0.0,-4.88888888888889,0.0,0.0,0.0,0.027274922,0.0
0.0,-0.0,0.111111111111111,0.0,0.0,0.00068129454,0.0
0.0,-0.111111111111111,0.111111111111111,0.0,0.0,2.7791511e-09,0.0
0.0,-0.222222222222222,0.111111111111111,0.0,0.0,7.406127e-06,0.0
0.0,-0.333333333333333,0.111111111111111,0.0,0.0,9.2888364e-08,0.0
0.0,-0.444444444444444,0.111111111111111,0.0,0.0,2.2787324e-06,0.0
0.0,-0.555555555555556,0.111111111111111,0.0,0.0,9.208524e-09,0.0
0.0,-0.666666666666667,0.111111111111111,0.0,0.0,1.932512e-06,0.0
0.0,-0.777777777777778,0.111111111111111,0.0,0.0,1.1327786e-06,0.0
0.0,-0.888888888888889,0.111111111111111,0.0,0.0,6.747427e-07,0.0
0.0,-1.0,0.111111111111111,0.0,0.0,1.974273e-05,0.0
0.0,-1.11111111111111,0.111111111111111,0.0,0.0,1.0551686e-06,0.0
0.0,-1.22222222222222,0.111111111111111,0.0,0.0,1.9631138e-06,0.0
0.0,-1.33333333333333,0.111111111111111,0.0,0.0,2.7056508e-06,0.0
0.0,-1.44444444444444,0.111111111111111,0.0,0.0,7.663119e-08,0.0
0.0,-1.55555555555556,0.111111111111111,0.0,0.0,1.7947535e-06,0.0
0.0,-1.66666666666667,0.111111111111111,0.0,0.0,1.7797869e-06,0.0
0.0,-1.77777777777778,0.111111111111111,0.0,0.0,5.76412e-05,0.0
0.0,-1.88888888888889,0.111111111111111,0.0,0.0,2.0751463e-07,0.0
0.0,-2.0,0.111111111111111,0.0,0.0,5.9576927e-05,0.0
0.0,-2.11111111111111,0.111111111111111,0.0,0.0,2.173746e-07,0.0
0.0,-2.22222222222222,0.111111111111111,0.0,0.0,2.0211737e-05,0.0
0.0,-2.33333333333333,0.111111111111111,0.0,0.0,2.5722898e-06,0.0
0.0,-2.44444444444444,0.111111111111111,0.0,0.0,1.7659729e-06,0.0
0.0,-2.55555555555556,0.111111111111111,0.0,0.0,1.456801e-07,0.0
0.0,-2.66666666666667,0.111111111111111,0.0,0.0,2.0351297e-06,0.0
0.0,-2.77777777777778,0.111111111111111,0.0,0.0,8.053322e-08,0.0
0.0,-2.88888888888889,0.111111111111111,0.0,0.0,6.092754e-07,0.0
0.0,-3.0,0.111111111111111,0.0,0.0,1.1953765e-05,0.0
0.0,-3.11111111111111,0.111111111111111,0.0,0.0,6.290635e-07,0.0
0.0,-3.22222222222222,0.111111111111111,0.0,0.0,1.8662918e-07,0.0
0.0,-3.33333333333333,0.111111111111111,0.0,0.0,1.7283472e-06,0.0
0.0,-3.44444444444444,0.111111111111111,0.0,0.0,4.2355884e-07,0.0
0.0,-3.55555555555556,0.111111111111111,0.0,0.0,3.8292346e-06,0.0
